(1927310163253689,226261)
(1927310163255879,226262)
(1927310163258069,226408)
(1927310163260259,226409)
(1927310163262449,226410)
(1927310163264639,226411)
(1927310163266829,226412)
(1927310163269019,226413)
(1927310163271209,226414)
(1927310163273399,226415)
(1927310163275589,226416)
(1927310163277779,226417)
(1927310163279969,226419)
(1927310163282159,226421)
(1927310163284349,226422)
(1927310163286539,226424)
(1927310163288729,226428)
(1927310163290919,226429)
(1927310163293109,226431)
(1927310163295299,226432)
(1927310163297489,226433)
(1927310163299679,226434)
(1927310163301869,226435)
(1927310163304059,226436)
(1927310163306249,226437)
(1927310163308439,226438)
(1927310163310629,226439)
(1927310163312819,226445)
(1927310163315009,226446)
(1927310163317199,226447)
(1927310163319389,226448)
(1927310163321579,226449)
(1927310163323769,226450)
(1927310163325959,226451)
(1927310163328149,226452)
(1927310163330339,226454)
(1927310163332529,226455)
(1927310163334719,226460)
(1927310163336909,226461)
(1927310163339099,226464)
(1927310163341289,226465)
(1927310163343479,226466)
(1927310163345669,226467)
(1927310163347859,226468)
(1927310163350049,226469)
(1927310163352239,226470)
(1927310163354429,226471)
(1927310163356619,226472)
(1927310163358809,226473)
(1927310163360999,226485)
(1927310163363189,226486)
(1927310163365379,226487)
(1927310163367569,226489)
(1927310163369759,226490)
(1927310163371949,226491)
(1927310163374139,226499)
(1927310163376329,226505)
(1927310163378519,226506)
(1927310163380709,226513)
(1927310163382899,226514)
(1927310163385089,226515)
(1927310163387279,226516)
(1927310163389469,226522)
(1927310163391659,226544)
(1927310163393849,226545)
(1927310163396039,226546)
(1927310163398229,226547)
(1927310163400419,226548)
(1927310163402609,226549)
(1927310163404799,226550)
(1927310163406989,226551)
(1927310163409179,226552)
(1927310163411369,226553)
(1927310163413559,226554)
(1927310163415749,226556)
(1927310163417939,226557)
(1927310163420129,226558)
(1927310163422319,226559)
(1927310163424509,226560)
(1927310163426699,226561)
(1927310163428889,226562)
(1927310163431079,226563)
(1927310163433269,226564)
(1927310163435459,226568)
(1927310163437649,226569)
(1927310163439839,226570)
(1927310163442029,226571)
