(302151419486450,809564)
(302281515110565,420255)
(302281515113505,420256)
(302281515116445,420257)
(302281515119385,420260)
(302281515122325,420262)
(302281515125265,420263)
(302281515128205,420264)
(302281515131145,420265)
(302281515134085,420266)
(302281515137025,420268)
(302281515139965,420270)
(302281515142905,420271)
(302281515145845,420272)
(302281515148785,420273)
(302281515151725,420276)
(302281515154665,420277)
(302281515157605,420278)
(302281515160545,420292)
(302281515163485,420293)
(302281515166425,420294)
(302281515212226,420500)
(302281515214914,420502)
(302281515217602,420504)
(302281515220290,420505)
(302281515222978,420506)
(302281515225666,420507)
(302281515228354,420509)
(302281515241794,420515)
(302281515244482,420537)
(302281515247170,420540)
(302281515249858,420541)
(302281515252546,420542)
(302281515255234,420544)
(302281515257922,420547)
(302281515260610,420551)
(302281515263298,420587)
(302281515265986,420588)
(302281515268674,420589)
(302281515271362,420590)
(302281515274050,420592)
(302281515276738,420593)
(302281515279426,420594)
(302281515282114,420595)
(302281515284802,420596)
(302281515287490,420599)
(302281515290178,420600)
(302281515292866,420601)
(302281515295554,420603)
(302281515298242,420608)
(302281515300930,420610)
(302281515303618,420614)
(302281515306306,420615)
(302281515308994,420616)
(302281515311682,420619)
(302281515314370,420638)
(302281515317058,420639)
(302281515319746,420643)
(302281515322434,420645)
(302281515325122,420650)
(302281515327810,420652)
(302281515330498,420655)
(302281515333186,420656)
(302281515335874,420679)
(302281515338562,420680)
(302281515341250,420682)
(302281515343938,420683)
(302281515346626,420684)
(302281515349314,420724)
(302281515352002,420725)
(302281515354690,420731)
(302281515357378,420732)
(302281515360066,420734)
(302281515362754,420736)
(302281515365442,420737)
(302281515368130,420739)
(302281515370818,420742)
(302281515373506,420743)
(302281515376194,420744)
(302281515378882,420747)
(302281515381570,420750)
(302281515384258,420751)
(302281515386946,420752)
(302281515389634,420757)
(302281515392322,420758)
(302281515395010,420759)
(302281515397698,420760)
(302281515400386,420761)
(302281515403074,420763)
(302281515405762,420764)
(302281515408450,420765)
(302281515411138,420766)
(302281515413826,420769)
(302281515416514,420770)
(302281515419202,420772)
(302281515421890,420773)
(302281515424578,420774)
(302281515427266,420776)
(302281515429954,420780)
(302281515432642,420782)
(302281515435330,420783)
(302281515438018,420785)
(302281515440706,420786)
(302281515443394,420789)
(302281515446082,420793)
(302281515448770,420794)
(302281515451458,420795)
(302281515454146,420799)
(302281515456834,420803)
(302281515459522,420804)
(302281515462210,420805)
(302281515464898,420808)
(302281515467586,420812)
(302281515470274,420813)
(302281515472962,420847)
(302281515475650,420853)
(302281515478338,420865)
(302281515481026,420866)
(302281515483714,420876)
(302281515486402,420877)
(302281515489090,420879)
(302281515491778,420882)
(302281515494466,420883)
(302281515497154,420884)
(302281515499842,420888)
(302281515502530,420889)
(302281515505218,420890)
(302281515507906,420891)
(302281515510594,420892)
(302281515513282,420895)
(302281515515970,420899)
(302281515518658,420900)
(302281515521346,420901)
(302281515524034,420902)
(302281515526722,420904)
(302281515529410,420905)
(302281515532098,420908)
(302281515534786,420910)
(302281515537474,420912)
(302281515540162,420913)
(302281515542850,420914)
(302281515545538,420926)
(302281515548226,420929)
(302281515550914,420930)
(302281515553602,420931)
(302281515556290,420932)
(302281515558978,420934)
(302281515561666,420935)
(302281515564354,420936)
(302281515567042,420937)
(302281515572418,420981)
(302281515575106,420982)
(302281515577794,420983)
(302281515580482,420984)
(302281515877729,530877)
(302281515880669,530878)
(302281515883609,530879)
(302281515886549,530880)
(302281515889489,530881)
(302281515892429,530882)
(302281515895369,530883)
(302281515898309,530884)
(302281515901249,531867)
(302281515904189,531868)
(302281515907129,531869)
(302281515910069,531870)
(302281515913009,531871)
(302281515915949,531872)
(302281515918889,531873)
(302281515921829,531874)
(302281515924769,531875)
(302281515927709,531876)
(302281515930649,531877)
(302281515936529,531879)
(302281515939469,531880)
(302281515942409,531881)
(302281515945349,531882)
(302281515948289,531883)
(302281515951229,531884)
(302281515954169,532867)
(302281515957109,532868)
(302281515960049,532869)
(302281515962989,532870)
(302281515965929,532871)
(302281515968869,532872)
(302281515971809,532873)
(302281515974749,532874)
(302281515977689,532875)
(302281515980629,532876)
(302281515983569,532877)
(302281515986509,532878)
(302281515989449,532879)
(302281515995329,532881)
(302281515998269,532882)
(302281516001209,532883)
(302281516004149,532884)
(302281516007089,533867)
(302281516010029,533868)
(302281516012969,533869)
(302281516015909,533870)
(302281516018849,533871)
(302281516021789,533872)
(302281516024729,533873)
(302281516027669,533874)
(302281516030609,533875)
(302281516033549,533876)
(302281516036489,533877)
(302281516039429,533878)
(302281516042369,533879)
(302281516045309,533880)
(302281516048249,533881)
(302281516051189,533882)
(302281516054129,533883)
(302281516057069,533884)
(302281516060009,534867)
(302322377163892,180501)
(302322377164438,180502)
(302322377167558,180503)
(302322377170678,180504)
(302322377173798,180505)
(302322377176918,180506)
(302322377180038,180507)
(302322377183158,180508)
(302322377186278,180509)
(302322377189398,180510)
(302322377192518,180511)
(302487476198379,709627)
(302487476202624,709636)
(302487476206869,711630)
(302487476211114,712630)
(302631587903625,609436)
(302665335838450,155946)
(302665335842147,155947)
(302665335845844,155948)
(302665335849541,156946)
(302665335853238,156947)
(302665335856935,156948)
(302665335860632,157946)
(302665335864329,157947)
(302665335868026,157948)
(302665335871723,169979)
(302665335875420,169980)
(302665335879117,169981)
(302665335882814,170979)
(302665335886511,170980)
(302665335890208,170981)
(302665335893905,171979)
(302665335897602,171980)
(302665335901299,171981)
(302713092319586,799341)
(302713092329827,799347)
(302747287986822,323082)
(302815229356603,791428)
(302815229357149,791434)
(302815229359411,222220)
(302815229361673,762203)
(302815229366197,264194)
(302815229368459,209087)
(302815229370721,622420)
(302815229372983,287068)
(302815229375245,150001)
(302815229377507,49810)
(302825515032926,327886)
