(1405043936801336,390506)
(1405043936804074,390513)
(1405043936806812,391513)
(1405043936809550,396525)
(1405043936812288,396526)
(1405043936815026,396527)
(1405043936817764,396528)
(1405043936820502,396529)
(1405043936823240,396530)
(1405043936825978,396531)
(1405043936828716,396532)
(1405043936831454,396533)
(1405043936834192,396534)
(1405043936836930,396535)
(1405043936839668,396536)
(1405043936842406,396537)
(1405043936845144,396538)
(1405043936847882,396539)
(1405043936850620,396540)
(1405043936853358,397525)
(1405043936856096,397526)
(1405043936858834,397527)
(1405043936861572,397528)
(1405043936864310,397529)
(1405043936867048,397530)
(1405043936869786,397531)
(1405043936872524,397532)
(1405043936875262,397533)
(1405043936878000,397534)
(1405043936880738,397535)
(1405043936883476,397536)
(1405043936886214,397537)
(1405043936888952,397538)
(1405043936891690,397539)
(1405043936894428,397540)
(1405043936897166,398484)
(1405043936899904,398485)
(1405043936902642,398486)
(1405043936905380,398525)
(1405043936908118,398526)
(1405043936910856,398527)
(1405043936913594,398528)
(1405043936916332,398529)
(1405043936919070,398530)
(1405043936921808,398531)
(1405043936924546,398532)
(1405043936927284,398533)
(1405043936930022,398534)
(1405043936932760,398535)
(1405043936935498,398536)
(1405043936938236,398537)
(1405043936940974,398538)
(1405043936943712,398539)
(1405043936946450,398540)
(1405043936949188,399485)
(1405043936951926,399486)
(1405043936954664,399511)
(1405043936957402,399526)
(1405043936960140,399527)
(1405043936962878,399528)
(1405043936965616,399529)
(1405043936968354,399530)
(1405043936971092,399531)
(1405043936973830,399532)
(1405043936976568,399533)
(1405043936979306,399534)
(1405043936982044,399535)
(1405043936984782,399536)
(1405043936987520,399537)
(1405043936990258,399538)
(1405043936992996,399539)
(1405043936995734,399540)
(1405043937152059,425534)
(1405043937154249,425535)
(1405043937156439,425536)
(1405043937158629,425537)
(1405043937160819,425538)
(1405043937163009,425539)
(1405043937165199,425540)
(1405043937167389,425541)
(1405043937169579,425542)
(1405043937171769,425543)
(1405043937173959,425544)
(1405095441802803,624118)
(1405095441807803,624119)
(1405095441813803,624165)
(1405095441818803,624175)
(1405095441823803,624185)
(1405095441828803,624186)
(1405228655091287,83834)
(1405228655097739,84838)
(1405228655103472,90806)
(1405228655110642,79879)
(1405264738908353,180260)
(1405264738910817,180263)
(1405264738913281,180266)
(1405264738915745,180267)
(1405264738918209,180270)
(1405264738920673,180274)
(1405264738923137,180276)
(1405264738925601,180277)
(1405264738928065,180278)
(1405264738930529,181260)
(1405264738932993,181263)
(1405264738935457,181265)
(1405264738937921,181268)
(1405264738940385,181270)
(1405264738942849,181271)
