(1940459390381958,234650)
(1940459390385364,199234)
(1940459580073803,266137)
(1940459580076491,266138)
(1940459580079179,266139)
(1940459580081867,266140)
(1940464615397979,187118)
(1940464615398525,192119)
(1940464615402360,182118)
(1940464615406195,187117)
(1940464615410030,177080)
(1940464615413865,173073)
(1940464615417700,173074)
(1940464615421535,173075)
(1940464615425370,142171)
(1940464615429205,142173)
(1940464615433040,741139)
(1940464615436875,177118)
(1940464615487607,194156)
(1940465936570114,863563)
(1940465936574110,863564)
(1940481925792681,678664)
(1940483788037105,802624)
(1940483788038305,802627)
(1940496616489911,619032)
(1940496616561436,620032)
(1940496616566229,620033)
(1940496616580608,620036)
(1940496616585401,621032)
(1940496616609366,622032)
(1940496616614159,622033)
(1940496616618952,622034)
(1940496616623745,622035)
(1940496616628538,622036)
(1940496616633331,623032)
(1940496616638124,623033)
(1940496616642917,623034)
(1940496616647710,623035)
(1940496616652503,623036)
(1940496616713142,621030)
(1940496616717250,621031)
(1940496616721358,622030)
(1940496616725466,622031)
(1940496616729574,623030)
(1940496616733682,623031)
(1940496616737790,624034)
(1940496616741898,624035)
(1940496616746006,624036)
(1940496907146076,162067)
(1940496907151076,309088)
(1940496907158076,275362)
(1940496907158622,675703)
(1940496907161657,289926)
(1940496907164692,282327)
(1940496907182076,280973)
(1940496907187076,30590)
(1940496907187622,31050)
(1940497594718365,799376)
(1940498076249655,798694)
(1940498076261655,798695)
(1940498076343496,812440)
(1940499419840752,154367)
(1940499419844752,154374)
(1940506304605004,142522)
(1940506304607331,142523)
(1940506304609658,142524)
(1940506304611985,143522)
(1940506304614312,143523)
(1940506304616639,143524)
(1940506304618966,144522)
(1940506304621293,144523)
(1940506304623620,144524)
(1940506304644964,132816)
(1940506319314003,799152)
(1940506319331003,799155)
(1940506319350003,799308)
(1940506319365003,799309)
(1940508437785114,178481)
(1940508437787304,179445)
(1940508437789494,187325)
(1940508437791684,187646)
(1940508437793874,187692)
(1940508437796064,187717)
(1940508437798254,191687)
(1940508437800444,191732)
(1940508437802634,191770)
(1940508437804824,193357)
(1940508437807014,193378)
(1940510116412931,101151)
(1940516935589198,269291)
(1940516935595768,269298)
(1940518354891646,624847)
(1940518354893836,624848)
(1940518354896026,624849)
(1940518354898216,624850)
(1940518354900406,624851)
(1940518354902596,624852)
(1940518354904786,624853)
(1940518354906976,624854)
(1940518354909166,624855)
(1940518354911356,624856)
(1940518354913546,624857)
(1940518354915736,624858)
(1940518354917926,625840)
(1940518354920116,625841)
(1940518354922306,625842)
(1940518354924496,625843)
(1940518354926686,625844)
(1940518354928876,625845)
(1940518354931066,625846)
(1940518354933256,625848)
(1940518354935446,625849)
(1940518354937636,625850)
(1940518354939826,625851)
(1940518354942016,625852)
(1940518354944206,625853)
(1940518354946396,625854)
(1940518354948586,625856)
(1940518354950776,625857)
(1940518354952966,625858)
(1940518354955156,626840)
(1940518354957346,626841)
(1940518354959536,626842)
(1940518354961726,626843)
(1940518354963916,626844)
(1940518354966106,626845)
(1940518354968296,626846)
(1940518354970486,626847)
(1940518354972676,626848)
(1940518354974866,626849)
(1940518354977056,626850)
(1940518354979246,626851)
(1940518354981436,626852)
(1940518354983626,626853)
(1940518354985816,626854)
(1940518354988006,626855)
(1940518354990196,626856)
(1940518354992386,626857)
(1940518354994576,626858)
(1940518354996766,627840)
(1940518354998956,627841)
(1940518355001146,627842)
(1940518355003336,627843)
(1940518355005526,627844)
(1940518355007716,627845)
(1940518355009906,627846)
(1940518355012096,627847)
(1940518355014286,627848)
(1940518355016476,627849)
(1940518355018666,627850)
(1940518355020856,627852)
(1940518355023046,627853)
(1940518355025236,627854)
(1940518355027426,627856)
(1940518355029616,627858)
(1940518355031806,628840)
(1940518355033996,628841)
(1940518355036186,628842)
(1940518355038376,628843)
(1940518355040566,628844)
(1940518355042756,628845)
(1940518355044946,628846)
(1940518355047136,628847)
(1940518355049326,628848)
(1940518355051516,628849)
(1940518355053706,628850)
(1940518355055896,628851)
(1940518355058086,628852)
(1940518355060276,628853)
(1940518355062466,628854)
(1940518355064656,628856)
(1940518355066846,628857)
(1940518355069036,628858)
(1940518355258687,603832)
(1940518355260877,603833)
(1940518355263067,603835)
(1940518355265257,603837)
(1940518355267447,603838)
(1940518355269637,603839)
(1940518355271827,603841)
(1940518355274017,603842)
(1940518355276207,604831)
(1940518355278397,604832)
(1940518355280587,604833)
(1940518355282777,604835)
(1940518355284967,604836)
(1940518355287157,604837)
(1940518355289347,604838)
(1940518355291537,604840)
(1940518355293727,604841)
(1940518355295917,604842)
(1940518355298107,604843)
(1940518355300297,604844)
(1940518355302487,605830)
(1940518355304677,605831)
(1940518355306867,605832)
(1940518355309057,605833)
(1940518355311247,605834)
(1940518355313437,605835)
(1940518355315627,605836)
(1940518355317817,605837)
(1940518355320007,605838)
(1940518355322197,605839)
(1940518355324387,605840)
(1940518355326577,605841)
(1940518355328767,605842)
(1940518355330957,605843)
(1940518355333147,606830)
(1940518355335337,606831)
(1940518355337527,606832)
(1940518355339717,606833)
(1940518355341907,606834)
(1940518355344097,606835)
(1940518355346287,606836)
(1940518355348477,606837)
(1940518355350667,606838)
(1940518355352857,606839)
(1940518355355047,606840)
(1940518355357237,606841)
(1940518355359427,606843)
(1940518355361617,606844)
(1940518355363807,607830)
(1940518355365997,607831)
(1940518355368187,607832)
(1940518355370377,607833)
(1940518355372567,607834)
(1940518355374757,607835)
(1940518355376947,607836)
(1940518355379137,607837)
(1940518355381327,607838)
(1940518355383517,607839)
(1940518355385707,607840)
(1940518355387897,607841)
(1940518355390087,607842)
(1940518355392277,607843)
(1940518355394467,607844)
(1940518355396657,608831)
(1940518355398847,608832)
(1940518355401037,608833)
(1940518355403227,608834)
(1940518355405417,608835)
(1940518355407607,608836)
(1940518355409797,608838)
(1940518355411987,608839)
(1940518355414177,608840)
(1940518355416367,608841)
(1940518355418557,608842)
(1940518355420747,608843)
(1940518355422937,608844)
(1940518355425127,609830)
(1940518355427317,609831)
(1940518355429507,609832)
(1940518355431697,609833)
(1940518355433887,609835)
(1940518355436077,609836)
(1940518355438267,609837)
(1940518355440457,609838)
(1940518355442647,609839)
(1940518355444837,609840)
(1940518355447027,609841)
(1940518355449217,609843)
(1940525581205957,695997)
(1940531693265584,444546)
(1940531693266130,555683)
(1940531693278584,407940)
(1940531693287584,407941)
(1940531693296584,144653)
(1940531693303584,144658)
(1940531693311584,137640)
(1940531693320584,498051)
(1940531693321130,498053)
(1940531693332584,398074)
(1940531694742967,197774)
(1940531694743513,522292)
(1940531694747596,744414)
(1940531694751679,177731)
(1940531694755762,666708)
(1940531694759845,633314)
(1940531694763928,488851)
(1940531694768011,333536)
(1940531694772094,273335)
(1940531694776177,556663)
(1940531694864085,678306)
(1940531694869609,123176)
(1940531694875133,678188)
(1940531694880657,751236)
(1940531694886181,591010)
(1940531694891705,311231)
(1940531694897229,466781)
(1940531694902753,123834)
(1940531694908277,343566)
(1940531694913801,712384)
(1940531694978967,688847)
(1940531694979513,594331)
(1940531694983596,631112)
(1940531694987679,534331)
(1940531694991762,555411)
(1940531694995845,599331)
(1940531694999928,427771)
(1940531695004011,111336)
(1940531695008094,177795)
(1940531695012177,533320)
(1940533634552099,741099)
(1940533634552645,741100)
(1940533634555193,742098)
(1940533634557741,742099)
(1940533634560289,742100)
(1940533634562837,742101)
(1940533634565385,742103)
(1940533634567933,742104)
(1940533634570481,742105)
(1940533634573029,743099)
(1940533634575577,743100)
(1940533634578125,743101)
(1940533634580673,744099)
(1940533634583221,744100)
(1940533634585769,744101)
(1940533634588317,745098)
(1940533634590865,745099)
(1940533634593413,745100)
(1940533634595961,745101)
(1940533634598509,745104)
(1940533634601057,422716)
(1940533634603605,422718)
(1940533634606153,423718)
(1940533634673099,745154)
(1940533634682099,537245)
(1940533634682645,537246)
(1940533634685050,537247)
(1940533634687455,537248)
(1940533634689860,538245)
(1940533634692265,538246)
(1940533634694670,538247)
(1940533634697075,538248)
(1940533634699480,539245)
(1940533634701885,539246)
(1940533634704290,539247)
(1940533634706695,539248)
(1940533634709100,540245)
(1940533634711505,540246)
(1940533634713910,540247)
