(1923213392975039,341779)
(1923213392978445,341780)
(1923213392981851,341781)
(1923213392985257,341790)
(1923213392988663,341791)
(1923213392992069,341792)
(1923213392995475,341793)
(1923213392998881,341795)
(1923213393002287,341796)
(1923213393005693,341798)
(1923213393009099,341802)
(1923213393012505,341803)
(1923213393041991,341806)
(1923213393042537,341808)
(1923213393045943,341811)
(1923213393049349,341813)
(1923213393052755,341814)
(1923213393056161,341815)
(1923213393059567,341818)
(1923213393062973,341819)
(1923213393066379,341821)
(1923213393069785,341822)
(1923213393073191,341823)
(1923213393076597,341824)
(1923213393080003,341826)
(1923213393083409,341828)
(1923213393086815,341830)
(1923213393090221,341831)
(1923213393093627,341832)
(1923213393097033,341833)
(1923213393100439,341834)
(1923213393103845,341836)
(1923213393107251,341837)
(1923213393110657,341838)
(1923213393114063,341843)
(1923213393117469,341844)
(1923213393120875,341845)
(1923213393150361,341847)
(1923213393150907,341851)
(1923213393154313,341853)
(1923213393157719,341854)
(1923213393161125,341857)
(1923213393164531,341859)
(1923213393167937,341865)
(1923213393171343,341866)
(1923213393174749,341872)
(1923213393178155,341873)
(1923213393181561,341875)
(1923213393184967,341880)
(1923213393188373,341881)
(1923213393191779,341882)
(1923213393195185,341886)
(1923213393198591,341890)
(1923213393201997,341891)
(1923213393205403,341892)
(1923213393208809,341893)
(1923213393212215,341895)
(1923213393215621,341896)
(1923213393219027,341897)
(1923213393222433,341898)
(1923213393225839,341900)
(1923213393229245,341901)
(1923225520037165,622119)
(1923225520039475,622120)
(1923225520041785,622121)
(1923225520044095,622122)
(1923225520046405,622141)
(1923225520048715,622160)
(1923225520051025,722118)
(1923225520053335,722120)
(1923225520072542,646363)
(1923225520075104,722358)
(1923225520077666,738366)
(1923234249517241,103056)
(1923239623754648,47201)
(1923239623755194,180046)
(1923239623763648,743950)
(1923239623764194,739957)
(1923239623779648,154336)
(1923262768152693,145911)
(1923262768155507,145912)
(1923262768158321,145913)
(1923262768161135,145914)
(1923262768163949,145915)
(1923262768166763,145916)
(1923262768169577,145917)
(1923262768172391,145918)
(1923262768175205,145919)
(1923262768178019,146835)
(1923262768180833,146836)
(1923262768183647,146837)
(1923262768186461,146838)
(1923262768189275,146839)
(1923262768192089,146840)
(1923262768194903,146842)
(1923262768197717,146843)
(1923262768200531,146844)
(1923262768203345,146845)
(1923262768206159,146846)
(1923262768208973,146847)
(1923262768211787,146848)
(1923262768214601,146849)
(1923262768217415,146850)
(1923262768220229,146851)
(1923262768223043,146854)
(1923262768225857,146855)
(1923262768228671,146856)
(1923262768231485,146857)
(1923262768234299,146858)
(1923262768237113,146859)
(1923262768239927,147862)
(1923262768242741,147863)
(1923262768245555,147864)
(1923262768248369,147865)
(1923262768251183,147866)
(1923262768253997,147867)
(1923262768256811,147868)
(1923262768259625,147869)
(1923262768262439,147870)
(1923262768265253,147871)
(1923262768268067,147872)
(1923262768270881,147873)
(1923262768273695,147874)
(1923262768276509,147875)
(1923262768279323,147876)
(1923262768282137,154928)
(1923262768284951,154929)
(1923262768287765,154930)
(1923262768290579,154931)
(1923262768293393,154932)
(1923262768296207,154933)
(1923262768299021,154934)
(1923262768301835,154935)
(1923262768304649,154936)
(1923262768307463,154937)
(1923262768310277,154938)
(1923262768313091,154939)
(1923262768315905,154940)
(1923262768318719,154941)
(1923262768321533,154942)
(1923262768324347,157931)
(1923262768327161,157932)
(1923262768329975,157933)
(1923262768332789,157934)
(1923285594933465,233228)
(1923285594936728,442271)
(1923285594939991,724660)
(1923311286162562,548641)
(1923311286165711,548642)
(1923311286168860,551639)
(1923311286172009,551640)
(1923313099641097,241843)
(1923313099642097,242843)
(1923313099645848,243843)
(1923313099649599,244843)
(1923313099653350,245843)
(1923313099657101,246843)
(1923313099660852,247843)
(1923313099664603,248843)
(1923313099668354,249843)
(1923313099672105,250843)
(1923313099675856,251843)
(1923313099679607,252843)
(1923313099683358,253843)
(1923330437469114,68678)
(1923368662109727,440078)
(1923368662113287,448082)
(1923368662116847,570059)
(1923372898808702,37352)
(1923372898809248,53703)
(1923380312013531,800470)
(1923380312015393,800478)
(1923417632343430,101332)
(1923417632343976,101344)
(1923432283933007,516789)
(1923457758855456,257248)
(1923471992551957,814562)
(1923471992556957,814563)
(1923471992560957,814564)
(1923471992564957,814566)
(1923471992565503,814567)
(1923487413585002,180999)
(1923487646277812,787289)
(1923487646280961,787290)
(1923487646284110,787291)
(1923487646287259,787294)
(1923487646290408,787295)
(1923487646293557,787296)
(1923487646296706,787297)
(1923487646299855,788289)
(1923487646303004,788290)
(1923487646306153,788291)
(1923487646309302,788292)
(1923487646312451,788293)
(1923487646315600,788294)
(1923487646318749,788295)
(1923487646321898,788296)
(1923487646325047,789291)
(1923487646328196,789292)
(1923487646331345,789293)
(1923487646334494,789294)
(1923487646337643,789295)
(1923487646340792,789296)
(1923487646343941,789297)
(1923487646347090,789298)
(1923487646350239,789299)
(1923487646353388,790290)
(1923487646356537,790293)
(1923487646359686,790294)
(1923487646362835,790295)
(1923487646365984,790296)
(1923487646369133,790298)
(1923487646372282,790299)
(1923487646375431,791290)
(1923487646378580,791291)
(1923487646381729,791292)
(1923487646384878,791293)
(1923487646388027,791294)
(1923487646391176,791295)
(1923487646394325,791296)
(1923487646397474,791297)
(1923487646400623,791298)
(1923487646403772,791299)
(1923487646406921,792290)
(1923487646410070,792293)
(1923487646413219,792294)
(1923487646416368,792296)
(1923487646419517,793293)
(1923487646422666,793296)
(1923487646425815,793297)
(1923487646534599,762472)
(1923487646536926,762473)
(1923487646539253,763472)
(1923487646541580,763473)
(1923487646543907,764472)
(1923487646546234,764473)
(1923487646548561,765472)
(1923487646550888,765473)
(1923487646553215,766472)
(1923487646555542,766473)
(1923487646612807,297861)
(1923487646614997,297862)
(1923487646617187,297863)
(1923487646619377,297864)
(1923487646621567,297865)
(1923487646623757,297866)
(1923487646625947,297867)
(1923487646628137,297868)
(1923487646630327,297869)
(1923487646632517,297870)
(1923487646634707,297871)
(1923487646636897,297872)
(1923487646639087,297873)
(1923487646641277,297874)
(1923487646643467,297875)
(1923487646645657,297876)
(1923487646647847,297877)
(1923490963319546,721050)
(1923490963325710,691021)
(1923490963332691,695021)
(1923490963335018,695030)
(1923490963337345,696030)
(1923490963339672,698032)
(1923490963346653,701026)
(1923490963348980,702027)
(1923490963351307,703027)
(1923490963353634,704019)
(1923490963355961,704020)
(1923490963358288,704022)
(1923498721955183,44343)
(1923498721960183,42122)
(1923498721960729,42123)
(1923498721970183,77667)
(1923498721970729,77669)
(1923498721973277,77668)
(1923498721985183,77867)
(1923498721985729,77866)
(1923500828446860,201604)
(1923500828451860,201715)
(1923500828477860,108697)
(1923500845162165,371079)
(1923516276411176,78321)
(1923516276414296,78346)
(1923516276420536,78353)
(1923538305811887,862214)
(1923543116250905,207247)
